,dept/pgm,number,course title,area,class size,date,start time,end time
832,RELIGION,374,Contemporary Religious Thought,V,50,TuTh,8:00 PM,10:00 PM
833,RELIGION,375,Foundations of Christian Thought (replaced 340-1),V,50,MoWeFr,10:00 PM,11:00 PM
834,RELIGION,376,Christianity and the Making of Modernity (replaced 340-2),V,50,MoWe,9:00 PM,9:00 PM
835,RELIGION,377,Christian Thought in Global Perspective  (replaced 340-3),V,100,MoWeFr,10:00 PM,10:00 PM
836,RELIGION,378,Death: Myth and Meaning,V,50,TuTh,8:00 PM,11:00 PM
837,RELIGION,379,Topics in Comparative Religion,V,50,TuTh,8:00 PM,9:00 PM
838,RELIGION,381,Global Catholicism in the Contemporary World,"IV,V",20,MoWeFr,9:00 PM,9:00 PM
839,RELIGION,382,Catholicism and the Making of the Modern World,V,50,TuTh,10:00 PM,10:00 PM
840,RELIGION,383,Catholic Social Ethics,V,50,MoWeFr,10:00 PM,10:00 PM
841,RELIGION,384,Soundings in the Catholic Tradition,V,20,MoWeFr,10:00 PM,10:00 PM
842,RELIGION,385,Topics in U.S. Catholicism,"IV,V",50,MoWe,8:00 PM,9:00 PM
843,RELIGION,386,Topics in Latin American Catholicism,"IV,V",20,MoWeFr,10:00 PM,10:00 PM
844,RELIGION,395,Theories of Religion,V,100,MoWeFr,10:00 PM,11:00 PM
845,SLAVIC,222,"Language, Politics, and Identity (with LING 222)","IV, V",100,TuTh,8:00 PM,11:00 PM
846,SLAVIC,260,Economics and the Humanities: Understanding Choice,"V, VI",200,MoWe,9:00 PM,11:00 PM
847,SOCIOL,220,"Health, Biomedicine, Culture, and Society; with HUM 220","III,V",50,MoWeFr,8:00 PM,11:00 PM
848,SOCIOL,321,"Numbers, Identity, and Modernity","III,V",50,MoWe,9:00 PM,10:00 PM
849,ANTHRO,362,Advanced Methods in Quantitatitve Analysis,II,50,TuTh,8:00 PM,9:00 PM
850,BIOL_SCI,338,Modeling Biological Dynamics,II,20,MoWe,10:00 PM,10:00 PM
851,COG SCI,207,Introduction to Cognitive Modeling,II,20,MoWeFr,9:00 PM,11:00 PM
852,COMP_SCI,110,Introduction to Computer Programming,II,100,MoWeFr,10:00 PM,11:00 PM
853,COMP_SCI,111,Fundamentals of Computer Programming,II,100,TuTh,10:00 PM,10:00 PM
854,COMP_SCI,150,Fundamentals of Computer Programming 1.5,II,20,MoWeFr,10:00 PM,11:00 PM
855,CSD,304,Statistics in Communication Sciences and Disorders,II,200,MoWeFr,8:00 PM,9:00 PM
856,EARTH,361,Scientific Programming in Python,II,50,MoWeFr,8:00 PM,9:00 PM
857,EARTH,362,Data Analysis for Earth & Planetary Sciences,II,50,TuTh,9:00 PM,10:00 PM
858,GEN LA,280-2,Residence-Linked Seminar - II,II,200,TuTh,8:00 PM,11:00 PM
859,GEN MUS,252,Harmony,II,100,MoWe,9:00 PM,11:00 PM
860,GEN MUS,253,Form and Analysis,II,20,MoWe,8:00 PM,9:00 PM
861,LING,260,Formal Analysis of Words & Sentences,II,200,TuTh,9:00 PM,9:00 PM
862,LING,270,Meaning,II,50,MoWeFr,9:00 PM,11:00 PM
863,LING,334,Introduction to Computational Linguistics,II,200,MoWeFr,9:00 PM,9:00 PM
864,LING,341,Language Typology,II,20,MoWeFr,8:00 PM,10:00 PM
865,LING,342,Structure of Various Languages,II,20,TuTh,9:00 PM,10:00 PM
866,LING,360,Fundamentals of Syntax,II,200,MoWeFr,9:00 PM,10:00 PM
867,LING,370,Fundamentals of Meaning,II,100,MoWeFr,8:00 PM,11:00 PM
868,LING,371,Reference,II,20,MoWe,10:00 PM,10:00 PM
869,MATH,100,"Quantitative Reasoning (distribution requirement credit applies only to MATH 100-0 and not to the ungraded summer course, MATH 100-BR)",II,200,TuTh,9:00 PM,11:00 PM
870,MATH,110,Introduction to Mathematics,II,100,TuTh,10:00 PM,10:00 PM
871,MATH,202,Finite Mathematics,II,200,MoWeFr,10:00 PM,11:00 PM
872,MATH,211,Short Course in Calculus,II,200,TuTh,8:00 PM,10:00 PM
873,MATH,218-1,Single-Variable Calculus with Precalculus,II,20,MoWeFr,9:00 PM,9:00 PM
874,MATH,218-2,Single-Variable Calculus with Precalculus,II,200,MoWe,8:00 PM,9:00 PM
875,MATH,218-3,Single-Variable Calculus with Precalculus,II,200,MoWe,8:00 PM,9:00 PM
876,MATH,220-1,Single-Variable Differential Calculus,II,100,MoWeFr,9:00 PM,10:00 PM
877,MATH,220-2,Single-Variable Integral Calculus,II,200,MoWe,9:00 PM,9:00 PM
878,MATH,226-0,Sequences and Series,II,100,MoWeFr,8:00 PM,9:00 PM
879,MATH,228-1,Multivariable Differential Calculus for Engineering,II,50,MoWe,10:00 PM,9:00 PM
880,MATH,228-2,Multivariable Integral Calculus for Engineering,II,20,TuTh,9:00 PM,11:00 PM
881,MATH,327,Mechanics for Mathematicians,"I,II",20,MoWeFr,10:00 PM,9:00 PM
882,MATH,,Completing any one course offered by the Department of Mathematics numbered 230-1 or higher with a grade of C- or better satisfies the Weinberg College Formal Studies (Area II) distribution requirement.,II,50,MoWeFr,9:00 PM,10:00 PM
883,NICO,101,Introduction to Programming for Big Data (0.67 units) -- see note below,II,200,MoWe,10:00 PM,11:00 PM
884,,102,Project for Introduction to Programming for Big Data (0.33 units).  NOTE: Students must complete both NICO 101 and 102 for 1 credit towards Formal Studies,,20,MoWeFr,8:00 PM,10:00 PM
885,PHIL,150,Elementary Logic I,II,20,TuTh,8:00 PM,10:00 PM
886,PHIL,151,Scientific Reasoning,II,100,TuTh,9:00 PM,9:00 PM
887,PHIL,250,Elementary Logic II,II,100,TuTh,10:00 PM,9:00 PM
888,PHYSICS,311-1,Mathematical Tools for the Physical Sciences - I,II,20,MoWe,9:00 PM,11:00 PM
889,PHYSICS,311-2,Mathematical Tools for the Physical Sciences - II,II,200,MoWe,8:00 PM,9:00 PM
890,POLI SCI,210,Introduction to Empirical Methods in Political Science,II,100,MoWeFr,8:00 PM,11:00 PM
891,POLI SCI,310,Methods of Political Inference,II,200,MoWe,10:00 PM,9:00 PM
892,POLI SCI,311,Logics of Political Inquiry,II,100,TuTh,10:00 PM,10:00 PM
893,POLI SCI,312,Statistical Research Methods,II,100,TuTh,9:00 PM,10:00 PM
894,PSYCH,201,Statistical Methods in Psychology,II,20,MoWe,8:00 PM,10:00 PM
895,PSYCH,380,Advanced Statistics & Experimental Design,II,20,MoWe,8:00 PM,11:00 PM
896,SLAVIC,341,Structure of Modern Russian,II,200,MoWeFr,10:00 PM,9:00 PM
897,SOCIOL,303,Analysis and Interpretation of Social Data,II,200,MoWe,8:00 PM,9:00 PM
898,SPANISH,281,Spanish Phonetics and Phonology,II,100,MoWeFr,9:00 PM,10:00 PM
899,STAT,202,Introduction to Statistics and Data Science,II,20,MoWe,8:00 PM,10:00 PM
900,STAT,210,Introductory Statistics for the Social Sciences,II,100,TuTh,10:00 PM,11:00 PM
901,STAT,228,Series and Multiple Integrals,II,100,MoWe,9:00 PM,11:00 PM
902,STAT,232,Applied Statistics,II,20,TuTh,9:00 PM,9:00 PM
903,STAT,,"Any 300-level Statistics course (except 390, 398, or 399) can count as one credit of the Area II requirement.",II,20,MoWe,9:00 PM,9:00 PM
904,AF AM ST,210,Survey of African American Literature,VI,200,MoWe,9:00 PM,10:00 PM
905,AF AM ST,211,Literatures of the Black World,VI,100,MoWeFr,10:00 PM,10:00 PM
906,AF AM ST,225,African American Culture,VI,20,TuTh,10:00 PM,11:00 PM
907,AF AM ST,259,Introduction to African American Drama,VI,200,TuTh,9:00 PM,11:00 PM
908,AF AM ST,261,Queer Literatures in the African Diaspora,VI,100,MoWeFr,9:00 PM,10:00 PM
909,AF AM ST,327,Politics of Black Popular Culture,"III,VI",100,MoWe,9:00 PM,9:00 PM
910,AF AM ST,331,The African American Novel,VI,20,TuTh,8:00 PM,10:00 PM
911,AF AM ST,360,Major Authors,VI,100,TuTh,9:00 PM,9:00 PM
912,AF AM ST,378,The Harlem Renaissance,VI,50,TuTh,8:00 PM,11:00 PM
913,AF AM ST,379,Black Women Writers,VI,50,MoWeFr,10:00 PM,9:00 PM
914,AF ST,276,African Literature in Translation; with COMP LIT 276,VI,20,MoWeFr,9:00 PM,11:00 PM
915,ARABIC,316-1,Reading Arabic Poetry (Arabic prereq),VI,100,TuTh,9:00 PM,9:00 PM
916,ARABIC,316-2,Reading Classical Arabic Texts (Arabic prereq),VI,100,MoWe,10:00 PM,11:00 PM
917,ARABIC,316-3,Reading Modern Arabic Prose (Arabic prereq),VI,200,TuTh,10:00 PM,9:00 PM
918,ART,270,Contemporary Art Survey,VI,50,MoWeFr,9:00 PM,9:00 PM
919,ART,272,Critical Methods for Contemporary Art,VI,100,MoWe,9:00 PM,11:00 PM
920,ART HIST,210,Introduction to Art History,"IV,VI",200,TuTh,8:00 PM,9:00 PM
921,ART HIST,220,Introduction to African Art,VI,50,MoWeFr,9:00 PM,10:00 PM
922,ART HIST,222,Introduction to Art of the African Diaspora,"IV,VI",200,TuTh,8:00 PM,10:00 PM
923,ART HIST,224,Introduction to Ancient Art,"IV,VI",20,MoWe,10:00 PM,11:00 PM
924,ART HIST,225,Introduction to Medieval Art,"IV,VI",50,TuTh,8:00 PM,11:00 PM
925,ART HIST,228,Introduction to Pre-Columbian Art,VI,20,MoWe,9:00 PM,11:00 PM
926,ART HIST,230,Introduction to American Art,VI,200,MoWeFr,9:00 PM,11:00 PM
927,ART HIST,232,Introduction to the History of Architecture and Design,VI,20,MoWeFr,8:00 PM,10:00 PM
928,ART HIST,235,Introduction to Latin American Art,VI,200,MoWe,10:00 PM,11:00 PM
929,ART HIST,240,Introduction to Asian Art,VI,20,MoWeFr,9:00 PM,10:00 PM
930,ART HIST,250,Introduction to European Art,"IV,VI",50,MoWeFr,9:00 PM,9:00 PM
931,ART HIST,255,Introduction to Modernism,"IV,VI",20,MoWe,9:00 PM,9:00 PM
932,ART HIST,260,Introduction to Contemporary Art,VI,20,TuTh,10:00 PM,11:00 PM
933,ART HIST,310-1,Ancient Art: Greece,VI,100,TuTh,8:00 PM,10:00 PM
934,ART HIST,310-2,Ancient Art,VI,50,TuTh,8:00 PM,10:00 PM
935,ART HIST,318,"Exhibiting Antiquity: The Culture and Politics of Display; with
CLASSICS 397 and HUM 397","IV,VI",100,MoWeFr,8:00 PM,10:00 PM
936,ART HIST,320-1,Medieval Art: Byzantine,"IV,VI",20,MoWeFr,10:00 PM,11:00 PM
937,ART HIST,320-2,Medieval Art: Early Medieval,VI,100,MoWeFr,9:00 PM,11:00 PM
938,ART HIST,320-3,Medieval Art: Late Medieval,"IV,VI",200,MoWe,10:00 PM,10:00 PM
939,ART HIST,330-1,Renaissance Art c. 1300-1550 (High Renaissance),VI,50,TuTh,10:00 PM,9:00 PM
940,ART HIST,330-2,Renaissance Art and Mannerism: Southern European Art 1400-1600,VI,50,MoWe,10:00 PM,9:00 PM
941,ART HIST,330-3,Renaissance Art and Mannerism: Northern European Art 1400-1600,VI,100,TuTh,10:00 PM,9:00 PM
942,ART HIST,340-1,Baroque Art: Southern Europe 1600-1700,"IV,VI",200,MoWeFr,9:00 PM,11:00 PM
943,ART HIST,340-2,Baroque Art: Northern Europe 1600-1700,"IV,VI",50,MoWeFr,9:00 PM,11:00 PM
944,ART HIST,350-1,19th-Century Art: Late 18th Century-1848,VI,20,MoWe,8:00 PM,11:00 PM
945,ART HIST,350-2,19th-Century Art: 1848-1900,VI,200,MoWeFr,9:00 PM,11:00 PM
946,ART HIST,360-1,20th-Century European Art,VI,200,TuTh,8:00 PM,10:00 PM
947,ART HIST,360-2,20th-Century European Art,VI,20,MoWe,10:00 PM,10:00 PM
948,ART HIST,365-1,American Art I,VI,100,MoWe,8:00 PM,9:00 PM
949,ART HIST,365-2,American Art II,VI,20,TuTh,8:00 PM,11:00 PM
950,ART HIST,370-1,Modern Architecture and Design,VI,20,MoWeFr,8:00 PM,11:00 PM
951,ART HIST,370-2,Contemporary Architecture and Design,VI,100,MoWe,10:00 PM,11:00 PM
952,ART HIST,372-1,Japanese Art,VI,100,MoWe,9:00 PM,11:00 PM
953,ART HIST,375,Media Theory; with HUM 225,VI,200,MoWeFr,9:00 PM,11:00 PM
954,ART HIST,378,The Global City,VI,50,TuTh,9:00 PM,9:00 PM
955,ART HIST,380-1,Tibetan Buddhist Art 1,VI,100,TuTh,10:00 PM,11:00 PM
956,ART HIST,380-2,Tibetan Buddhist Art 2,VI,50,MoWe,10:00 PM,10:00 PM
957,ART HIST,382-1,Chinese Painting,VI,20,MoWe,8:00 PM,9:00 PM
958,ART HIST,384,African American Art,VI,20,TuTh,10:00 PM,9:00 PM
959,ART HIST,385,Black Visual Culture: Race and Representation,VI,100,MoWe,10:00 PM,11:00 PM
960,ART HIST,386,Art of Africa,VI,50,MoWeFr,8:00 PM,10:00 PM
961,ART HIST,395,Museums,VI,100,TuTh,10:00 PM,11:00 PM
962,ASIAN AM,247,Asian Americans and Popular Culture,VI,100,TuTh,9:00 PM,11:00 PM
963,ASIAN AM,275,Introduction to Asian American Literature; with ENGLISH 275,VI,200,MoWe,10:00 PM,9:00 PM
964,ASIAN AM,276,Topics in Litereary and Cultural Studies,VI,100,MoWe,9:00 PM,10:00 PM
965,ASIAN AM,376,Advanced Topics in Litereary and Cultural Studies,VI,20,TuTh,10:00 PM,9:00 PM
966,ASIAN AM,377,The American Century in Asia,VI,50,TuTh,9:00 PM,9:00 PM
967,ASIAN AM,380,Studies in Arts and Performance,VI,200,TuTh,10:00 PM,10:00 PM
968,ASIAN LC,200,Introductory Topics in Chinese Literature and Culture,VI,20,TuTh,8:00 PM,11:00 PM
969,ASIAN LC,202,Introduction to Modern Chinese Literature and Culture,VI,100,MoWeFr,8:00 PM,9:00 PM
970,ASIAN LC,204,Modern Chinese Popular Culture I,VI,50,TuTh,10:00 PM,9:00 PM
971,ASIAN LC,205,Modern Chinese Popular Culture II,VI,50,MoWe,10:00 PM,11:00 PM
972,ASIAN LC,220,Introductory Topics in Japanese Literature and Culture,VI,100,MoWe,10:00 PM,11:00 PM
973,ASIAN LC,221,Introduction to Premodern Japanese Literature and Culture,VI,200,MoWeFr,10:00 PM,10:00 PM
974,ASIAN LC,222,Introduction to Modern Japanese Literature and Culture,VI,50,MoWe,9:00 PM,10:00 PM
975,ASIAN LC,223,Introduction to Contemporary Japanese Literature and Culture,VI,100,MoWe,8:00 PM,10:00 PM
976,ASIAN LC,224,"Introduction to Japanese Film, Media, and Visual Culture",VI,50,MoWeFr,10:00 PM,10:00 PM
977,ASIAN LC,240,Introductory Topics in Korean Literature and Culture,VI,200,MoWe,8:00 PM,11:00 PM
978,ASIAN LC,260,Introductory Topics in South Asian Literature and Culture,VI,20,TuTh,9:00 PM,10:00 PM
979,ASIAN LC,261,South Asian Popular Cultures,VI,50,TuTh,9:00 PM,11:00 PM
980,ASIAN LC,265,South Asian Cinemas,VI,20,MoWeFr,10:00 PM,9:00 PM
981,ASIAN LC,290,Introductory Topics in Asian Languages and Cultures,VI,20,MoWe,8:00 PM,10:00 PM
982,ASIAN LC,300,Advanced Topics in Chinese Literature and Culture,VI,100,MoWe,10:00 PM,10:00 PM
983,ASIAN LC,320,Advanced Topics in Japanese Literature and Culture,VI,200,TuTh,9:00 PM,9:00 PM
984,ASIAN LC,321,Advanced Topics in Premodern Japanese Literature and Culture,VI,100,MoWe,10:00 PM,9:00 PM
985,ASIAN LC,322,"Advanced Topics in Modern and Contemporary Japanese Literature
and Culture",VI,50,MoWe,8:00 PM,10:00 PM
986,ASIAN LC,340,Advanced Topics in Korean Literature and Culture,VI,20,MoWeFr,8:00 PM,10:00 PM
987,ASIAN LC,360,Advanced Topics in South Asian Literature and Culture,VI,50,TuTh,9:00 PM,11:00 PM
988,ASIAN LC,370,Literary Cultures in South Asia,VI,100,MoWe,10:00 PM,9:00 PM
989,ASIAN LC,373,Religious and Textural Traditions in South Asia,VI,50,TuTh,10:00 PM,10:00 PM
990,ASIAN LC,375,South Asian Societies,VI,100,MoWe,8:00 PM,11:00 PM
991,ASIAN LC,390,Advanced Topics in Asian Languages and Cultures,VI,200,TuTh,8:00 PM,10:00 PM
992,ASIAN LC,392,"Advanced Studies in Asian Film, Media, and Visual Culture",VI,50,TuTh,10:00 PM,10:00 PM
993,ASIAN LC,393,Asian Environmental Humanities,VI,50,MoWe,8:00 PM,10:00 PM
994,ASIAN LC,394,Space and Place in Asian Literatures and Cultures,VI,100,TuTh,8:00 PM,10:00 PM
995,ASIAN LC,395,Genre in Asian Literatures,VI,50,TuTh,8:00 PM,11:00 PM
996,CFS,398,"Field Studies in Humanities (variable credit course; 1 unit can count
toward distribution requirements)",VI,50,MoWeFr,8:00 PM,11:00 PM
997,CLASSICS,210,The World of Homer ;  with HUM 205,"IV,V,VI",100,MoWe,8:00 PM,10:00 PM
998,CLASSICS,211,Greek History and Culture; From Homer to Alexander the Great,"IV,V,VI",20,MoWe,10:00 PM,11:00 PM
999,CLASSICS,212,Rome: Culture and Empire,"IV,V,VI",20,MoWe,9:00 PM,9:00 PM
1000,CLASSICS,245,Classics and the Cinema,VI,50,TuTh,8:00 PM,10:00 PM
1001,CLASSICS,250,Literatures of the Ancient World,VI,200,MoWe,10:00 PM,9:00 PM
1002,CLASSICS,260,Classical Mythology,"V,VI",50,MoWe,10:00 PM,9:00 PM
1003,CLASSICS,310,Archaeology of the Ancient Mediterranean,"IV,VI",50,TuTh,10:00 PM,9:00 PM
1004,CLASSICS,340,Greek and Roman Drama,VI,200,MoWeFr,10:00 PM,11:00 PM
1005,CLASSICS,350,Greek and Latin Literature,VI,50,MoWe,10:00 PM,9:00 PM
1006,CLASSICS,380,Classical Reception Studies,"IV,VI",50,MoWeFr,8:00 PM,10:00 PM
1007,CLASSICS,397,"Exhibiting Antiquity: The Culture and Politics of Display; with ART
HIST 318 and HUM 397","IV,VI",50,MoWe,9:00 PM,10:00 PM
1008,COMP LIT,200,Introduction to Literary Theory,VI,50,MoWe,10:00 PM,11:00 PM
1009,COMP LIT,201,Reading World Literature,VI,100,MoWe,9:00 PM,9:00 PM
1010,COMP LIT,202,Interpreting Culture,VI,200,MoWeFr,10:00 PM,9:00 PM
1011,COMP LIT,205,Reading Difference,VI,100,MoWe,10:00 PM,10:00 PM
1012,COMP LIT,211,Readings in Genre,VI,200,TuTh,10:00 PM,11:00 PM
1013,COMP LIT,270,Literatures in Translation,VI,20,MoWe,10:00 PM,9:00 PM
1014,COMP LIT,300,Theories and Practices of Reading,VI,200,MoWeFr,9:00 PM,11:00 PM
1015,COMP LIT,301,Studies in World Literature,VI,100,TuTh,8:00 PM,10:00 PM
1016,COMP LIT,302,Reading Across Disciplines,VI,100,MoWe,10:00 PM,10:00 PM
1017,COMP LIT,303,Movements and Periods,VI,200,TuTh,10:00 PM,11:00 PM
1018,COMP LIT,305,"Studies in Film, Media & Visual Culture",VI,100,MoWeFr,9:00 PM,9:00 PM
1019,COMP LIT,306,Studies in Race and Ethnicity,VI,200,TuTh,10:00 PM,9:00 PM
1020,COMP LIT,307,"Studies in Gender, Sexuality, and Representation",VI,100,MoWeFr,8:00 PM,10:00 PM
1021,COMP LIT,312,Major Authors & Texts,VI,50,MoWeFr,9:00 PM,9:00 PM
1022,ENGLISH,210-1,British Literary Traditions,VI,20,MoWe,9:00 PM,9:00 PM
1023,ENGLISH,210-2,British Literary Traditions,VI,100,MoWe,10:00 PM,10:00 PM
1024,ENGLISH,211,Introduction to Poetry,VI,50,MoWe,9:00 PM,9:00 PM
1025,ENGLISH,212,Introduction to Drama,VI,50,MoWeFr,10:00 PM,11:00 PM
1026,ENGLISH,213,Introduction to Fiction,VI,200,TuTh,10:00 PM,10:00 PM
1027,ENGLISH,214,Introduction to Film and Its Literatures,VI,20,TuTh,9:00 PM,10:00 PM
1028,ENGLISH,220,The Bible as Literature,"V,VI",200,MoWeFr,8:00 PM,9:00 PM
1029,ENGLISH,234,Introduction to Shakespeare,VI,20,MoWeFr,9:00 PM,9:00 PM
1030,ENGLISH,270-1,American Literary Traditions,VI,100,MoWeFr,9:00 PM,11:00 PM
1031,ENGLISH,270-2,American Literary Traditions,VI,200,TuTh,10:00 PM,9:00 PM
1032,ENGLISH,273,Introduction to 20th-Century American Literature,VI,50,MoWeFr,8:00 PM,9:00 PM
1033,ENGLISH,274,Introduction to Native American and Indigenous Literatures,VI,20,MoWeFr,8:00 PM,11:00 PM
1034,ENGLISH,275,Introduction to Asian American Literature; with ASIAN AM 275,VI,20,MoWeFr,8:00 PM,11:00 PM
1035,ENGLISH,277,"Introduction to Latina and Latino Literature; with LATINO 277 and
SPANISH 277",VI,100,MoWe,8:00 PM,10:00 PM
1036,ENGLISH,302,History of the English Language,"IV, VI",200,MoWe,9:00 PM,10:00 PM
1037,ENGLISH,310,Studies in Literary Genres,VI,200,MoWeFr,9:00 PM,10:00 PM
1038,ENGLISH,311,Studies in Poetry,VI,20,MoWe,9:00 PM,11:00 PM
1039,ENGLISH,312,Studies in Drama,VI,20,MoWe,9:00 PM,9:00 PM
1040,ENGLISH,313,Studies in Fiction,VI,20,MoWe,8:00 PM,9:00 PM
1041,ENGLISH,320,Medieval English Literature,VI,20,TuTh,8:00 PM,11:00 PM
1042,ENGLISH,322,Medieval Drama,VI,200,TuTh,9:00 PM,9:00 PM
1043,ENGLISH,323-1,Chaucer,VI,200,TuTh,10:00 PM,10:00 PM
1044,ENGLISH,323-2,Chaucer,VI,50,TuTh,9:00 PM,10:00 PM
1045,ENGLISH,324,Studies in Medieval Literature,VI,20,TuTh,8:00 PM,9:00 PM
1046,ENGLISH,331,Renaissance Poetry,VI,200,MoWe,10:00 PM,11:00 PM
1047,ENGLISH,332,Renaissance Drama,VI,50,TuTh,10:00 PM,10:00 PM
1048,ENGLISH,333,Spenser,VI,20,MoWeFr,9:00 PM,10:00 PM
1049,ENGLISH,334-1,Shakespeare,VI,20,TuTh,10:00 PM,10:00 PM
1050,ENGLISH,334-2,Shakespeare,VI,100,TuTh,8:00 PM,10:00 PM
1051,ENGLISH,335,Milton,VI,50,MoWe,8:00 PM,9:00 PM
1052,ENGLISH,338,Studies in Renaissance Literature,VI,100,MoWe,10:00 PM,11:00 PM
1053,ENGLISH,339,Special Topics in Shakespeare,VI,100,MoWe,9:00 PM,9:00 PM
1054,ENGLISH,340,Restoration & 18th-Century Literature,VI,200,MoWe,10:00 PM,10:00 PM
1055,ENGLISH,341,Restoration & 18th-Century Poetry,VI,200,TuTh,8:00 PM,9:00 PM
1056,ENGLISH,342,Restoration & 18th-Century Drama,VI,50,TuTh,9:00 PM,11:00 PM
1057,ENGLISH,344,18th-Century Fiction,VI,20,MoWe,8:00 PM,10:00 PM
1058,ENGLISH,348,Studies in Restoration and 18th-Century Literature,VI,50,MoWe,10:00 PM,11:00 PM
1059,ENGLISH,350,19th-Century British Literature,VI,100,MoWeFr,9:00 PM,9:00 PM
1060,ENGLISH,351,Romantic Poetry,VI,100,TuTh,9:00 PM,11:00 PM
1061,ENGLISH,353,Studies in Romantic Literature,VI,50,MoWeFr,8:00 PM,10:00 PM
1062,ENGLISH,356,Victorian Poetry,VI,100,MoWe,8:00 PM,11:00 PM
1063,ENGLISH,357,19th-Century British Fiction,VI,100,TuTh,9:00 PM,9:00 PM
1064,ENGLISH,358,Dickens,VI,200,MoWeFr,9:00 PM,10:00 PM
1065,ENGLISH,359,Studies in Victorian Literature,VI,50,TuTh,9:00 PM,11:00 PM
1066,ENGLISH,360,20th-Century British & American Literature,VI,50,MoWeFr,8:00 PM,9:00 PM
1067,ENGLISH,361-1,20th-Century Poetry,VI,200,MoWe,10:00 PM,11:00 PM
1068,ENGLISH,361-2,20th-Century Poetry,VI,50,TuTh,9:00 PM,11:00 PM
1069,ENGLISH,363-1,20th-Century Fiction,VI,200,TuTh,10:00 PM,11:00 PM
1070,ENGLISH,363-2,20th-Century Fiction,VI,100,MoWeFr,10:00 PM,11:00 PM
1071,ENGLISH,365,Studies in Postcolonial Literature,VI,20,MoWeFr,8:00 PM,10:00 PM
1072,ENGLISH,366,Studies in African American Literature,VI,200,MoWeFr,8:00 PM,11:00 PM
1073,ENGLISH,367,Postwar British Fiction,VI,100,MoWeFr,8:00 PM,9:00 PM
1074,ENGLISH,368,Studies in 20th-Century Literature,VI,100,MoWeFr,8:00 PM,9:00 PM
1075,ENGLISH,368-SA,Studies in 20th-Century Literature,VI,200,MoWeFr,8:00 PM,9:00 PM
1076,ENGLISH,369,Studies in African Literature,VI,200,MoWeFr,9:00 PM,10:00 PM
1077,ENGLISH,370,American Literature before 1914,VI,100,MoWeFr,8:00 PM,11:00 PM
1078,ENGLISH,371,American Novel,VI,100,TuTh,8:00 PM,11:00 PM
1079,ENGLISH,372,American Poetry,VI,20,MoWeFr,8:00 PM,9:00 PM
1080,ENGLISH,374,Topics in Native American and Indigenous Literatures,VI,200,TuTh,10:00 PM,11:00 PM
1081,ENGLISH,375,Topics in Asian American Literature,VI,200,MoWeFr,10:00 PM,9:00 PM
1082,ENGLISH,377,Topics in Latina and Latino Literature,VI,20,MoWeFr,10:00 PM,10:00 PM
1083,ENGLISH,378,Studies in American Literature,VI,20,TuTh,10:00 PM,11:00 PM
1084,ENGLISH,381,Literature & Medicine,VI,100,MoWe,9:00 PM,9:00 PM
1085,ENGLISH,383,Special Topics in Theory,VI,100,MoWe,8:00 PM,9:00 PM
1086,ENGLISH,385,Topics in Combined Studies,VI,100,MoWe,10:00 PM,9:00 PM
1087,ENGLISH,386,Studies in Literature and Film,VI,100,MoWe,9:00 PM,11:00 PM
1088,ENGLISH,387,Studies in Literature and Commerce,VI,100,MoWe,10:00 PM,10:00 PM
1089,ENGLISH,388,Studies in Literature and Religion,"V,VI",50,TuTh,9:00 PM,11:00 PM
1090,FRENCH,210,Reading Literatures in French (French prereq.),VI,200,TuTh,10:00 PM,11:00 PM
1091,FRENCH,211,Reading Cultures in French (French prereq.),VI,200,MoWeFr,10:00 PM,11:00 PM
1092,FRENCH,271,Introducing the Novel (French prereq.),VI,200,MoWe,10:00 PM,11:00 PM
1093,FRENCH,272,Introducting Theatre (French prereq.),VI,200,TuTh,10:00 PM,10:00 PM
1094,FRENCH,277,French Existentialism,"V,VI",200,TuTh,10:00 PM,10:00 PM
1095,FRENCH,279,Theater in Translation,VI,100,MoWeFr,8:00 PM,11:00 PM
1096,FRENCH,310,The Middle Ages and Renaissance (French prereq),VI,200,TuTh,8:00 PM,10:00 PM
1097,FRENCH,322,Medieval French Narratives (French prereq),VI,200,TuTh,8:00 PM,9:00 PM
1098,FRENCH,333,Topics in Renaissance Literature (French prereq),VI,100,MoWe,8:00 PM,9:00 PM
1099,FRENCH,334,Montaigne and Modernity (French prereq),VI,20,TuTh,10:00 PM,9:00 PM
1100,FRENCH,335,17th-Century Literature (French prereq),VI,20,MoWeFr,9:00 PM,11:00 PM
1101,FRENCH,340,Sexual Politics and the Ancien Regime (French prereq),VI,100,MoWeFr,8:00 PM,10:00 PM
1102,FRENCH,344,Rousseau and the French Revolution (French prereq),VI,200,MoWeFr,9:00 PM,11:00 PM
1103,FRENCH,346,Studies in the Enlightenment (French prereq),VI,20,MoWe,9:00 PM,11:00 PM
1104,FRENCH,350,The Novel in French (French prereq),VI,200,MoWeFr,9:00 PM,11:00 PM
1105,FRENCH,355,The Invention of Modernity (French prereq),VI,20,TuTh,9:00 PM,9:00 PM
1106,FRENCH,360,"From Modernism to Postmodernism: Experiments in Narrative Form
(French prereq)",VI,200,MoWe,9:00 PM,10:00 PM
1107,FRENCH,362,African Literatures and Cultures (French prereq),VI,200,MoWe,10:00 PM,11:00 PM
1108,FRENCH,364,Caribbean Literatures and Cultures (French prereq),VI,200,TuTh,9:00 PM,9:00 PM
